Date,Close,IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10,IMF11
2022-09-28 04:00:00,903.25,324.66257296308515,-65.17999005394314,49.841142807564296,-10.276538471685162,10.686711946585291,33.99512394348811,-33.47316119163115,30.397815170925423,224.69397261263936,-79.48536134365466,702.3370260497995
2022-09-29 04:00:00,896.25,464.2379691108551,-56.565086582457965,0.7943631184268689,-1.5570932785656066,9.393961262423023,37.96300236974968,-31.400656872714034,28.59235637662316,224.9253966794537,-79.4953212263272,702.3601504022208
2022-09-30 04:00:00,921.5,348.5989962754408,7.163396655954928,-57.58031955950812,7.875860254244446,7.122673668663029,41.77945193780382,-29.302772382980727,26.784350188022877,225.1556086815389,-79.505251686406,702.3832476267909
2022-10-03 04:00:00,912.0,116.30615673940659,67.36818998462766,-103.75128369069924,15.736980662015815,4.2569061677801585,45.40987609998239,-27.183149931845215,24.974058278751272,225.38461094774092,-79.51515275840599,702.4063177145581
2022-10-04 04:00:00,903.0,-453.6702260046325,52.23132038303603,-116.56651012982907,19.740926480019432,1.1802855092217057,48.82010856164467,-25.04543172871939,23.161742322432946,225.61240580690688,-79.52502447684111,702.4293606565703
2022-10-05 04:00:00,902.0,434.5964414271849,-48.97730159854689,-90.75096794564158,18.211258436157912,-1.7697464043948294,51.977704040260946,-22.893259983016847,21.347663992694322,225.8389955878832,-79.53486687622603,702.4523764438765
2022-10-06 04:00:00,879.0,-403.69583232551304,-79.96392339679234,-29.7314495857084,11.907146028861865,-4.43403326235358,54.85064750632963,-20.730276904150337,19.53208496316065,226.06438261951612,-79.54467999107511,702.4753650675245
2022-10-07 04:00:00,880.25,-313.44549643108536,25.81407056666729,50.25697683493982,2.196660949193503,-6.697882588657135,57.406923930348306,-18.56012470153308,17.71526690745788,226.28856923065229,-79.55446385590288,702.4983265185618
2022-10-10 04:00:00,938.0,300.99836822871504,91.37786771526642,123.2428812101389,-9.552125111784099,-8.446601907309176,59.614518282815574,-16.38644558457793,15.897471499211287,226.51155775013837,-79.56421850522364,702.5212607880368
2022-10-11 04:00:00,901.0,-235.4609922398691,-18.876502361034472,164.5589448942745,-21.971140463009363,-9.569794479257663,61.44571127117463,-14.212881762698142,14.078960412047053,226.73335050682095,-79.57394397355205,702.5441678669981
